,Libellé de la commune,latitude,longitude
1288,Chirat-l'Eglise,NaN,NaN
1289,Chouvigny,46.1262077,2.9903363
1290,Cindré,46.3269514,3.5640372
1291,Cognat-Lyonne,46.1100387,3.3171198
1292,Colombier,45.6443986,6.1193986
1293,Commentry,46.290103,2.74398
1294,Contigny,46.3523,3.30384
1295,Cosne-d'Allier,46.4741768,2.8330471
1296,Coulandon,46.5503419,3.2579428
1297,Coulanges,46.4857459,3.8580008
1298,Couleuvre,46.6727,2.90838
1299,Courçais,46.4707,2.43378
1300,Coutansouze,46.2188,3.01104
1301,Couzon,46.6584,3.11853
1302,Créchy,46.2615316,3.4268654
1303,Cressanges,46.4457213,3.1592367
1304,Creuzier-le-Neuf,46.1805596,3.4472492
1305,Creuzier-le-Vieux,46.1593352,3.4382924
1306,Cusset,46.1324239,3.4602736
1307,Deneuille-lès-Chantelle,46.2465388,3.1541406
1308,Deneuille-les-Mines,46.3795,2.78148
1309,Désertines,46.3556648,2.6157229
1310,Deux-Chaises,46.3799653,3.0395133
1311,Diou,46.5334,3.74664
1312,Domérat,46.359995,2.5368661
1313,Dompierre-sur-Besbre,46.5365208,3.6467332
1314,Le Donjon,46.3459766,3.7931908
1315,Doyet,46.336,2.79764
1316,Droiturier,46.2307721,3.7184656
1317,Durdat-Larequille,46.2518636,2.7005031
1318,Ebreuil,NaN,NaN
1319,Echassières,NaN,NaN
1320,Escurolles,46.1430218,3.2666452
1321,Espinasse-Vozelle,46.1278,3.32411
1322,Estivareilles,46.4246,2.61549
1323,Etroussat,NaN,NaN
1324,Ferrières-sur-Sichon,46.0253667,3.6489835
1325,La Ferté-Hauterive,46.3968,3.34198
1326,Fleuriel,46.281703,3.1771126
1327,Fourilles,46.2416,3.19671
1328,Franchesse,46.6369547,3.0360028
1329,Gannat,46.0996068,3.1995251
1330,Gannay-sur-Loire,46.7314214,3.6122807
1331,Garnat-sur-Engièvre,46.6337102,3.6648797
1332,Gennetines,46.6365,3.40814
1333,Gipcy,46.5026415,3.0555401
1334,Gouise,46.411208,3.4303964
1335,La Guillermie,45.9838,3.63934
1336,Hauterive,46.0890917,3.4474261
1337,Hérisson,46.5082,2.71241
1338,Huriel,46.3066281,2.4516501
1339,Hyds,46.2847,2.8271
1340,Isle-et-Bardais,NaN,NaN
1341,Isserpent,46.162476,3.6087657
1342,Jaligny-sur-Besbre,46.3802795,3.5928142
1343,Jenzat,46.16,3.19619
1344,Laféline,46.3495979,3.1676913
1345,Lalizolle,46.1565,3.00125
1346,Lamaids,46.3034,2.433
1347,Langy,46.2677944,3.4704649
1348,Lapalisse,46.2488636,3.6324006
1349,Laprugne,45.986019,3.7429258
1350,Lavault-Sainte-Anne,46.3133186,2.5973005
1351,Lavoine,45.978052,3.697379
1352,Lenax,46.298023,3.8158104
1353,Lételon,46.6558,2.58182
1354,Liernolles,46.3949517,3.7515748
1355,Lignerolles,49.0952863,-1.0973622
1356,Limoise,46.6778,3.05229
1357,Loddes,46.2884832,3.7660634
1358,Loriges,46.2692353,3.3471457
1359,Louchy-Montfand,46.3085,3.24645
1360,Louroux-Bourbonnais,46.5333,2.83887
1361,Louroux-de-Beaune,46.2929365,2.8542735
1362,Louroux-de-Bouble,46.2257035,2.9792582
1363,Luneau,46.3645,3.95258
1364,Lurcy-Lévis,46.732376,2.9378711
1365,Lusigny,46.5884526,3.4892053
1366,Magnet,51.316667,-99.5
1367,Haut-Bocage,NaN,NaN
1368,Malicorne,46.3015,2.78148
1369,Marcenat,45.3062044,2.8273624
1370,Marcillat-en-Combraille,46.1668361,2.6328617
1371,Marigny,46.5802203,3.211453
1372,Mariol,46.0210063,3.4964638
1373,Le Mayet-d'Ecole,NaN,NaN
1374,Le Mayet-de-Montagne,46.070171,3.6663495
1375,Mazerier,46.1240219,3.1899444
1376,Mazirat,46.2237,2.54048
1377,Meaulne-Vitray,46.5987551,2.61403
1378,Meillard,46.3896518,3.2358287
1379,Meillers,46.5066571,3.0926767
1380,Mercy,46.4625,3.5163
1381,Mesples,46.4332,2.35998
1382,Molinet,46.4721617,3.9485448
1383,Molles,46.1113,3.55824
1384,Monestier,46.2557,3.11431
1385,Monétay-sur-Allier,46.3821,3.30058
1386,Monétay-sur-Loire,46.430326,3.8165554
1387,Montaiguët-en-Forez,46.2716,3.80215
1388,Montaigu-le-Blin,46.2944188,3.5110484
1389,Montbeugny,46.5286,3.4889
1390,Montcombroux-les-Mines,46.3531367,3.6888649
1391,Monteignet-sur-l'Andelot,46.1213979,3.2571601
1392,Le Montet,46.4086536,3.052788
1393,Montilly,46.6115189,3.2505788
1394,Montluçon,46.3399276,2.6067229
1395,Montmarault,46.3301157,2.9633906
1396,Montoldre,46.3329017,3.4486051
1397,Montord,46.2929313,3.2305498
1398,Montvicq,46.3200489,2.8245263
1399,Moulins,46.5660526,3.3331703
1400,Murat,45.1132117,2.868014
1401,Nades,46.1586,2.96912
1402,Nassigny,46.4947387,2.6028326
1403,Naves,46.1756,3.1107
1404,Néris-les-Bains,46.2898064,2.6583028
1405,Neuilly-en-Donjon,46.3449341,3.8854449
1406,Neuilly-le-Réal,46.4645709,3.4319283
1407,Neure,46.7471,2.98132
1408,Neuvy,46.5606,3.29113
1409,Nizerolles,46.0981486,3.638634
1410,Noyant-d'Allier,46.4798205,3.1250835
1411,Paray-le-Frésil,46.6551,3.61149
1412,Paray-sous-Briailles,46.2907191,3.3636212
1413,Périgny,46.1543471,-1.0937391
1414,La Petite-Marche,46.1949417,2.5724018
1415,Pierrefitte-sur-Loire,46.5071128,3.8154833
1416,Le Pin,45.4557,5.506
1417,Poëzat,46.0777427,3.2230121
1418,Pouzy-Mésangy,46.7086247,3.0038082
1419,Prémilhat,46.3140123,2.5370983
1420,Quinssaines,46.3361801,2.5357027
1421,Reugny,46.4635,2.61549
1422,Rocles,44.5635,4.2166
1423,Rongères,46.2961261,3.4478126
1424,Ronnet,46.2042,2.699
1425,Saint-Angel,46.3578518,2.698852
1426,Saint-Aubin-le-Monial,46.5271949,3.0008504
1427,Saint-Bonnet-de-Four,46.3128709,2.9103914
1428,Saint-Bonnet-de-Rochefort,46.1468603,3.138031
1429,Saint-Bonnet-Tronçais,46.6602953,2.6931594
1430,Saint-Caprais,46.5508,2.73706
1431,Saint-Christophe,46.1668748,3.5756393
1432,Saint-Clément,48.2184446,3.2936175
1433,Saint-Désiré,46.4996631,2.4312968
1434,Saint-Didier-en-Donjon,46.3868817,3.8594447
1435,Saint-Didier-la-Forêt,46.2249801,3.3438381
1436,Saint-Eloy-d'Allier,NaN,NaN
1437,Saint-Ennemond,46.6766,3.42274
1438,Saint-Etienne-de-Vicq,NaN,NaN
1439,Saint-Fargeol,46.138609,2.6279671
1440,Saint-Félix,46.228188,3.4820112
1441,Saint-Genest,46.2647,2.59409
1442,Saint-Gérand-de-Vaux,46.3799401,3.3976095
1443,Saint-Gérand-le-Puy,46.2580786,3.51304
1444,Saint-Germain-des-Fossés,46.2067884,3.4320562
1445,Saint-Germain-de-Salles,46.1794684,3.2134762
1446,Saint-Hilaire,46.4936906,3.0214629
1447,Saint-Léger-sur-Vouzance,46.4101308,3.9362432
1448,Saint-Léon,46.4037,3.68573
1449,Saint-Léopardin-d'Augy,46.6835247,3.1047331
1450,Saint-Loup,46.3515126,3.3789206
1451,Saint-Marcel-en-Murat,46.3216,3.00863
1452,Saint-Marcel-en-Marcillat,46.145,2.58963
1453,Saint-Martin-des-Lais,46.6679,3.65446
1454,Saint-Martinien,46.3365695,2.4727636
1455,Saint-Menoux,46.5855468,3.156944
1456,Saint-Nicolas-des-Biefs,46.0598254,3.7834571
1457,Saint-Palais,46.4387,2.29941
1458,Saint-Pierre-Laval,46.2017556,3.7796374
1459,Saint-Plaisir,46.6225895,2.9684788
1460,Saint-Pont,46.1625,3.2961
1461,Saint-Pourçain-sur-Besbre,46.4751217,3.6375474
1462,Saint-Pourçain-sur-Sioule,46.3074423,3.2899107
1463,Saint-Priest-d'Andelot,46.0701128,3.1638708
1464,Saint-Priest-en-Murat,46.3494676,2.9118757
1465,Saint-Prix,49.0146499,2.267491
1466,Saint-Rémy-en-Rollat,46.1838,3.39156
1467,Saint-Sauvier,46.3874312,2.3305838
1468,Saint-Sornin,46.4111194,3.0154683
1469,Sainte-Thérence,46.2414,2.56171
1470,Saint-Victor,45.1008014,4.6720274
1471,Saint-Voir,46.4065197,3.5196223
1472,Saint-Yorre,46.0658287,3.4614685
1473,Saligny-sur-Roudon,46.4687,3.74948
1474,Sanssat,46.2554811,3.4735776
1475,Saulcet,46.3249321,3.2625374
1476,Saulzet,46.1376473,3.2164226
1477,Sauvagny,46.4448,2.81971
1478,Sazeret,46.3395636,2.9558668
1479,Serbannes,46.0990614,3.3623424
1480,Servilly,46.2783383,3.5867504
1481,Seuillet,46.2025045,3.471856
1482,Sorbier,46.3649829,3.6609687
1483,Souvigny,46.5345119,3.1947101
1484,Sussat,46.1525548,3.0653088
1485,Target,46.2899,3.06113
1486,Taxat-Senat,46.2026386,3.1381679
1487,Teillet-Argenty,46.2698218,2.5319674
1488,Terjat,46.2036,2.61652
1489,Le Theil,49.6098947,-1.470807
1490,Theneuille,46.5843773,2.8630814
1491,Thiel-sur-Acolin,46.5247022,3.5779924
1492,Thionne,46.4052,3.57532
1493,Tortezais,46.4528,2.85709
1494,Toulon-sur-Allier,46.5147054,3.3614638
1495,Treban,46.4046661,3.1741059
1496,Treignat,46.3489428,2.3400564
1497,Treteau,46.3679,3.52506
1498,Trévol,46.6298483,3.3058172
1499,Trézelles,46.3287049,3.5927348
1500,Tronget,46.42222,3.0677484
1501,Urçay,46.6232746,2.5893542
1502,Ussel-d'Allier,46.2076218,3.1911267
1503,Valignat,46.1766845,3.0751214
1504,Valigny,46.7126221,2.8174155
1505,Vallon-en-Sully,46.5375,2.60656
1506,Varennes-sur-Allier,46.3127469,3.4033756
1507,Varennes-sur-Tèche,46.3260226,3.6294231
1508,Vaumas,46.4485,3.63169
1509,Vaux,46.3760752,2.5812182
1510,Veauce,46.164608,3.0558453
1511,Venas,46.4768,2.76439
1512,Vendat,46.1666088,3.3557549
1513,Verneix,46.3974,2.67254
1514,Le Vernet,43.4337704,1.4325148
1515,Verneuil-en-Bourbonnais,46.347225,3.2520407
1516,Vernusse,46.2673,2.97736
1517,Le Veurdre,46.7565,3.04111
1518,Vichy,46.1239268,3.4203712
1519,Vicq,46.1466709,3.0914281
1520,Vieure,46.5014402,2.8755012
1521,Le Vilhain,46.5615,2.79686
1522,Villebret,46.268,2.63774
1523,Villefranche-d'Allier,46.3970933,2.8566399
1524,Villeneuve-sur-Allier,46.6590166,3.2488845
1525,Viplaix,46.4607424,2.3786361
1526,Voussac,46.3284,3.06147
1527,Ygrande,46.5524374,2.9437526
1528,Yzeure,46.5676568,3.3539775
1529,Aiglun,43.8576185,6.9146523
1530,Allemagne-en-Provence,43.7875238,6.0123706
1531,Allons,36.4420071,-85.3446879
1532,Allos,44.2409317,6.6288511
1533,Angles,46.40716,-1.4027911
1534,Annot,43.959658,6.674093
1535,Archail,44.1213445,6.3341807
1536,Aubenas-les-Alpes,43.9307808,5.6815456
1537,Aubignosc,44.129678,5.981375
1538,Authon,32.8684591,-97.9439275
1539,Auzet,44.29539,6.3177681
1540,Banon,44.0381752,5.6296701
1541,Barcelonnette,44.3862043,6.6513554
1542,Barles,44.260777,6.2644645
1543,Barras,38.992769,-9.27376
1544,Barrême,43.9531061,6.3683581
1545,Bayons,44.3386149,6.162498
1546,Beaujeu,46.148552,4.5966558
1547,Beauvezer,44.1430809,6.5918169
1548,Bellaffaire,44.4187984,6.1749275
1549,Bevons,44.1727467,5.8912114
1550,Beynes,48.8558793,1.8735151
1551,Blieux,43.8722163,6.3693213
1552,Bras-d'Asse,43.9253854,6.1255998
1553,Braux,48.4839905,4.4725651
1554,Ubaye-Serre-Ponçon,NaN,NaN
1555,La Brillanne,43.9276852,5.8909815
1556,Brunet,43.8911894,6.0303238
1557,Le Brusquet,44.1622373,6.3159193
1558,Le Caire,44.370353,6.0608068
1559,Castellane,43.2852859,5.3841719
1560,Le Castellard-Melan,NaN,NaN
1561,Le Castellet,43.2027305,5.7758186
1562,Castellet-lès-Sausses,43.9941583,6.7636306
1563,Val-de-Chalvagne,43.9145218,6.8079459
1564,Céreste,43.8559446,5.5895866
1565,Le Chaffaut-Saint-Jurson,44.0383159,6.1498875
1566,Champtercier,44.0957817,6.161969
1567,Château-Arnoux-Saint-Auban,44.0936899,6.0080053
1568,Châteaufort,44.2743415,6.0164417
1569,Châteauneuf-Miravail,44.1620562,5.7269692
1570,Châteauneuf-Val-Saint-Donat,44.0931324,5.9488737
1571,Châteauredon,44.0144773,6.2145525
1572,Chaudon-Norante,43.9786116,6.3113402
1573,Clamensane,44.3218427,6.0683071
1574,Claret,43.8621481,3.9058717
1575,Clumanc,44.0235759,6.38332
1576,Colmars,44.1814485,6.6270041
1577,La Condamine-Châtelard,44.4589921,6.7461812
1578,Corbières,46.6582727,7.1077166
1579,Cruis,44.0623772,5.8359573
1580,Curbans,44.4290565,6.0387166
1581,Curel,44.1778901,5.664396
1582,Dauphin,40.3678069,-76.9333394
1583,Demandolx,43.8696786,6.5800033
1584,Digne-les-Bains,44.0781385,6.2116402
1585,Draix,44.1346146,6.342938
1586,Enchastrayes,44.3670494,6.6957256
1587,Entrages,44.0463728,6.266928
1588,Entrepierres,44.1970983,5.9915264
1589,Entrevaux,43.9489495,6.8128221
1590,Entrevennes,43.9376525,6.0234568
1591,L'Escale,45.7415477,4.8527953
1592,Esparron-de-Verdon,43.7390263,5.9737733
1593,Estoublon,43.9444031,6.1724964
1594,Faucon-du-Caire,44.396764,6.0915081
1595,Faucon-de-Barcelonnette,44.394605,6.6786606
1596,Fontienne,44.0086745,5.79395
1597,Forcalquier,43.9587328,5.790853
1598,Le Fugeret,44.0056445,6.6383734
1599,Ganagobie,44.0091492,5.9165374
1600,La Garde,43.1249185,6.0128532
1601,Gigors,44.4188495,6.1604209
1602,Gréoux-les-Bains,43.7582361,5.8995944
1603,L'Hospitalet,44.0870752,5.6990272
1604,Jausiers,44.4194297,6.7340119
1605,La Javie,44.1736998,6.3510797
1606,Lambruisse,44.0477576,6.4434951
1607,Lardiers,44.0565889,5.7123133
1608,Le Lauzet-Ubaye,44.4285986,6.434019
1609,Limans,43.984923,5.7311535
1610,Lurs,43.9692337,5.8898588
1611,Majastres,43.9137024,6.289253
1612,Malijai,44.0448386,6.0308427
1613,Mallefougasse-Augès,44.0660578,5.8986635
1614,Mallemoisson,44.0492433,6.1243174
1615,Mane,43.942191,5.7697242
1616,Manosque,43.8338026,5.7826657
1617,Marcoux,44.3490154,-1.0726338
1618,Méailles,44.0236999,6.631495
1619,Les Mées,44.0293636,5.9765977
1620,Melve,44.3520147,5.9913137
1621,Val d'Oronaye,NaN,NaN
1622,Mézel,43.9964925,6.1957265
1623,Mirabeau,43.7041216,5.6561604
1624,Mison,44.2695681,5.856605
1625,Montagnac-Montpezat,NaN,NaN
1626,Montclar,43.9673651,2.6470951
1627,Montfort,44.0615466,5.9757949
1628,Montfuron,43.8354481,5.6943864
1629,Montjustin,43.8488098,5.6348573
1630,Montlaux,44.0473628,5.8455874
1631,Montsalier,44.0124991,5.6093503
1632,Moriez,43.9620556,6.469151
1633,La Motte-du-Caire,44.3442741,6.0284348
1634,Moustiers-Sainte-Marie,43.8463023,6.2173135
1635,La Mure-Argens,43.9808624,6.5239087
1636,Nibles,44.2819433,6.0184932
1637,Niozelles,43.9357211,5.8379409
1638,Noyers-sur-Jabron,44.1684631,5.828469
1639,Les Omergues,44.1717201,5.6061281
1640,Ongles,44.0273974,5.7337673
1641,Oppedette,43.9351674,5.5915612
1642,Oraison,43.9166157,5.919898
1643,La Palud-sur-Verdon,43.7796864,6.3413854
1644,Peipin,44.1369382,5.9569542
1645,Peyroules,43.8151958,6.6421398
1646,Peyruis,44.0300301,5.9408922
1647,Piégut,45.0480372,6.0730237
1648,Pierrerue,43.4274,2.97642
1649,Pierrevert,43.8118768,5.749258
1650,Pontis,44.504149,6.3571272
1651,Prads-Haute-Bléone,44.2196176,6.4421292
1652,Puimichel,43.9739646,6.0204915
1653,Puimoisson,43.8644928,6.1295932
1654,Quinson,43.7019544,6.0397855
1655,Redortiers,44.0647377,5.6157211
1656,Reillanne,43.879727,5.6600964
1657,Méolans-Revel,44.4018679,6.510811
1658,Revest-des-Brousses,43.973787,5.6749022
1659,Revest-du-Bion,44.082589,5.5475433
1660,Revest-Saint-Martin,44.0121,5.8258056
1661,Riez,48.3443023,13.2315698
1662,La Robine-sur-Galabre,44.1705967,6.2174733
1663,La Rochegiron,44.0769826,5.6560415
1664,La Rochette,48.5045038,2.662899
1665,Rougon,30.609077,-91.3742774
1666,Roumoules,43.8261251,6.1284271
1667,Saint-André-les-Alpes,43.958041,6.5066125
1668,Saint-Benoît,45.6937,5.58796
1669,Sainte-Croix-à-Lauze,43.9087247,5.6162197
1670,Sainte-Croix-du-Verdon,43.7600285,6.1493034
1671,Hautes-Duyes,44.18026,6.1574667
1672,Saint-Etienne-les-Orgues,44.0457675,5.7883176
1673,Saint-Geniez,44.2453602,6.0529769
1674,Saint-Jacques,45.5697805,6.8286368
1675,Saint-Jeannet,43.7476474,7.1427738
1676,Saint-Julien-d'Asse,43.917146,6.0938728
1677,Saint-Julien-du-Verdon,43.9141856,6.54233
1678,Saint-Jurs,43.8984207,6.1996338
1679,Saint-Laurent-du-Verdon,43.7244469,6.0681209
1680,Saint-Lions,43.9851409,6.3996295
1681,Saint-Maime,43.903955,5.792353
1682,Saint-Martin-de-Brômes,43.7695369,5.9462137
1683,Saint-Martin-les-Eaux,43.8742839,5.7340257
1684,Saint-Martin-lès-Seyne,44.3797652,6.2561726
1685,Saint-Michel-l'Observatoire,43.9094494,5.7172174
1686,Saint-Paul-sur-Ubaye,44.5150043,6.7511484
1687,Saint-Pierre,48.3796545,-4.5373928
1688,Saint-Pons,44.5925,4.57795
1689,Sainte-Tulle,43.7806358,5.7679668
1690,Saint-Vincent-sur-Jabron,44.1688905,5.7527855
1691,Salignac,44.1575354,5.9820984
1692,Saumane,44.1198446,3.7611164
1693,Sausses,44.0081699,6.7811905
1694,Selonnet,44.3711953,6.3118272
1695,Senez,43.9134483,6.4065153
1696,Seyne,44.3521974,6.3563226
1697,Sigonce,43.9960797,5.8411569
1698,Sigoyer,44.4773674,5.9753779
1699,Simiane-la-Rotonde,43.9806461,5.5630672
1700,Sisteron,44.1963467,5.9443791
1701,Soleilhas,43.8573134,6.6494554
1702,Sourribes,44.1478891,6.0153735
1703,Tartonne,44.0653598,6.391559
1704,Thèze,44.318037,5.921515
1705,Thoard,44.1498291,6.1478992
1706,Thorame-Basse,44.088818,6.503703
1707,Thorame-Haute,44.0972685,6.5555514
1708,Les Thuiles,44.393506,6.5744652
1709,Turriers,44.4011821,6.168966
1710,Ubraye,43.9083286,6.696242
1711,Uvernet-Fours,44.3606845,6.6249832
1712,Vachères,43.9325123,5.6379658
1713,Valavoire,44.2793505,6.0663606
1714,Valbelle,44.1477338,5.8817312
1715,Valensole,43.8379245,5.9839792
1716,Valernes,44.2621947,5.9588608
1717,Vaumeilh,44.2883558,5.9581368
1718,Venterol,44.3889859,5.0993308
1719,Verdaches,44.262852,6.3388409
1720,Vergons,43.9142205,6.5873602
1721,Le Vernet,43.4337704,1.4325148
1722,Villars-Colmars,44.1660596,6.6036707
1723,Villemus,43.8585988,5.7014245
1724,Villeneuve,43.8942967,5.8628971
1725,Volonne,44.1106827,6.0133284
1726,Volx,43.8782761,5.8411569
1727,Abriès,44.7940562,6.9279072
1728,Aiguilles,44.781105,6.8686622
1729,Ancelle,44.6235694,6.2097914
1730,L'Argentière-la-Bessée,44.7896878,6.5588696
1731,Arvieux,44.7681112,6.7392651
1732,Aspremont,44.4956671,5.7290298
1733,Aspres-lès-Corps,44.8019205,5.9816559
1734,Aspres-sur-Buëch,44.5205747,5.7515054
1735,Avançon,44.5251672,6.1850896
1736,Baratier,48.40167,-4.5094819
1737,Barcillonnette,44.4350255,5.9187545
1738,Barret-sur-Méouge,44.2629914,5.7332526
1739,La Bâtie-Montsaléon,44.456806,5.7516983
1740,La Bâtie-Neuve,44.5670964,6.2054435
1741,La Bâtie-Vieille,44.5541089,6.1621372
1742,La Beaume,44.5533503,5.6358252
1743,Le Bersac,44.4117741,5.7499079
1744,Bréziers,44.4261292,6.1995951
1745,Briançon,44.8984037,6.6436313
1746,Bruis,44.46792,5.51338
1747,Buissard,44.6572112,6.1449035
1748,Ceillac,44.6683282,6.7780124
1749,Cervières,45.8477138,3.7717252
1750,Chabestan,44.4779355,5.783764
1751,Chabottes,44.4033928,3.9818179
1752,Champcella,44.7229964,6.5715101
1753,Champoléon,44.7141165,6.2637767
1754,Chanousse,44.355375,5.6565949
1755,Châteauneuf-d'Oze,44.5118415,5.8646379
1756,Châteauroux-les-Alpes,44.6137168,6.5210728
1757,Châteauvieux,43.5457569,6.9380441
1758,Château-Ville-Vieille,NaN,NaN
1759,Chauffayer,44.7568405,6.0067521
1760,Chorges,44.5457877,6.2717191
1761,Les Costes,42.9707762,2.9895713
1762,Crévoux,44.5478999,6.607694
1763,Crots,44.53293,6.47095
1764,Embrun,44.5642457,6.4957085
1765,Eourres,NaN,NaN
1766,L'Epine,47.2284319,-1.7087503
1767,Esparron,44.4549023,5.9008417
1768,Espinasses,44.4676328,6.2216157
1769,Etoile-Saint-Cyrice,NaN,NaN
1770,Eygliers,44.6763196,6.6341909
1771,Garde-Colombe,NaN,NaN
1772,La Fare-en-Champsaur,44.6797959,6.0682923
1773,La Faurie,44.5688121,5.7367719
1774,Forest-Saint-Julien,44.6447482,6.1329447
1775,Fouillouse,44.4578736,6.0033801
1776,Freissinières,44.7536692,6.5377602
1777,La Freissinouse,44.5403054,6.0133995
1778,Furmeyer,44.5398402,5.8728289
1779,Gap,44.5611978,6.0820018
1780,Le Glaizil,44.7538835,5.9831728
1781,La Grave,45.0454525,6.3067223
1782,La Chapelle-en-Valgaudemar,44.8171816,6.1954827
1783,Guillestre,44.6616617,6.6497727
1784,La Haute-Beaume,44.5642465,5.6301851
1785,Jarjayes,44.5037142,6.111554
1786,Laragne-Montéglin,44.3180348,5.8119657
1787,Lardier-et-Valença,44.4350833,5.981154
1788,Laye,12.5304508,-1.7771866
1789,Lazer,44.348399,5.8374285
1790,Lettret,44.4674085,6.0602614
1791,Manteyer,44.538293,5.9646616
1792,Méreuil,44.3870558,5.7298369
1793,Molines-en-Queyras,44.729805,6.8448169
1794,Monêtier-Allemont,44.3857223,5.9437418
1795,Le Monêtier-les-Bains,44.9776808,6.504312
1796,Montbrand,44.5896256,5.6821089
1797,Montclus,44.2611195,4.4205064
1798,Mont-Dauphin,44.66862,6.62328
1799,Montgardin,44.5502849,6.2399711
1800,Montgenèvre,44.9300126,6.7184146
1801,Montjay,44.360036,5.6056245
1802,Montmaur,43.3930115,1.8445557
1803,Montmorin,44.4510968,5.5416315
1804,Montrond,44.3820356,5.741826
1805,La Motte-en-Champsaur,44.7303006,6.0657377
1806,Moydans,44.3993534,5.5043679
1807,Neffes,44.5045956,6.0210847
1808,Névache,45.0189597,6.6040901
1809,Nossage-et-Bénévent,44.31462,5.74742
1810,Le Noyer,45.6792726,6.0607707
1811,Orcières,44.6833203,6.3267475
1812,Orpierre,44.3132374,5.6919044
1813,Les Orres,44.5140024,6.5510313
1814,Oze,44.504097,5.8015705
1815,Pelleautier,44.5159973,6.0168151
1816,Vallouise-Pelvoux,NaN,NaN
1817,La Piarre,44.474952,5.6556141
1818,Le Poët,44.2919045,5.8976673
1819,Poligny,46.8354789,5.7061941
1820,Prunières,44.8932012,5.7645219
1821,Puy-Saint-André,44.8785465,6.597546
1822,Puy-Saint-Eusèbe,44.5637845,6.4184183
1823,Puy-Saint-Pierre,44.8929457,6.6178336
1824,Puy-Saint-Vincent,44.8279543,6.4926273
1825,Puy-Sanières,44.55753,6.43339
1826,Rabou,44.5904821,6.0051597
1827,Rambaud,44.5423425,6.1332418
1828,Réallon,44.5957388,6.3642153
1829,Remollon,44.4674729,6.1678877
1830,Réotier,44.666105,6.5888062
1831,Ribeyret,44.4134563,5.5549222
1832,Val Buëch-Méouge,NaN,NaN
1833,Risoul,44.6491889,6.6387088
1834,Ristolas,44.7741356,6.9556566
1835,Rochebrune,44.3368023,5.2456655
1836,La Roche-de-Rame,44.7489038,6.5802885
1837,La Roche-des-Arnauds,44.5618996,5.9479925
1838,La Rochette,48.5045038,2.662899
1839,Rosans,44.3913312,5.4709711
1840,Rousset,43.4806523,5.6223737
1841,Saint-André-d'Embrun,44.5865426,6.5343511
1842,Saint-André-de-Rosans,44.3771076,5.5136751
1843,Saint-Apollinaire,44.555348,6.3627704
1844,Saint-Auban-d'Oze,44.4960004,5.847127
1845,Saint-Bonnet-en-Champsaur,44.6826655,6.0746068
1846,Saint-Chaffrey,44.9262808,6.6070868
1847,Saint-Clément-sur-Durance,44.64847,6.57779
1848,Sainte-Colombe,45.5224893,4.8657408
1849,Saint-Crépin,44.7063328,6.6071315
1850,Le Dévoluy,NaN,NaN
1851,Saint-Etienne-le-Laus,NaN,NaN
1852,Saint-Eusèbe-en-Champsaur,44.7260904,6.0283852
1853,Saint-Firmin,48.419463,6.1318242
1854,Saint-Jacques-en-Valgodemard,NaN,NaN
1855,Saint-Jean-Saint-Nicolas,44.6698621,6.2167473
1856,Saint-Julien-en-Beauchêne,44.6173212,5.7073916
1857,Saint-Julien-en-Champsaur,44.6587188,6.1294575
1858,Saint-Laurent-du-Cros,44.6436743,6.1104211
1859,Saint-Léger-les-Mélèzes,44.6442109,6.1993686
1860,Sainte-Marie,44.5941852,6.6906158
1861,Saint-Martin-de-Queyrières,44.840914,6.5852799
1862,Saint-Maurice-en-Valgodemard,44.8040794,6.0964138
1863,Saint-Michel-de-Chaillol,44.68172,6.1669
1864,Saint-Pierre-d'Argençon,44.5199976,5.6980728
1865,Saint-Pierre-Avez,44.2571289,5.7611746
1866,Saint-Sauveur,47.8036807,6.3837753
1867,Saint-Véran,44.6993395,6.8687131
1868,Le Saix,45.3421889,5.5663512
1869,Saléon,44.3389319,5.7759531
1870,Salérans,44.2426612,5.7037573
1871,La Salle les Alpes,NaN,NaN
1872,La Saulce,44.4254815,6.0074686
1873,Le Sauze-du-Lac,44.47832,6.3128
1874,Savines-le-Lac,44.5257904,6.4049867
1875,Savournon,44.4219903,5.7906749
1876,Serres,44.4190983,5.720045
1877,Sigottier,44.4552689,5.6918272
1878,Sigoyer,44.4773674,5.9753779
1879,Sorbiers,45.4873195,4.4507034
1880,Tallard,44.467021,6.0597661
1881,Théus,44.4766262,6.1880633
1882,Trescléoux,44.3545879,5.7088166
1883,Upaix,44.3179637,5.8743232
1884,Val-des-Prés,44.95102,6.6756624
1885,Valserres,44.4886322,6.1271342
1886,Vars,47.5339,5.53573
1887,Ventavon,44.3706493,5.9053991
1888,Veynes,44.5349009,5.8244718
1889,Les Vigneaux,44.8234764,6.542058
1890,Villar-d'Arêne,45.0426462,6.3357019
1891,Villar-Loubière,44.8260099,6.1450063
1892,Villar-Saint-Pancrace,44.8722,6.62628
1893,Vitrolles,43.4593696,5.2482643
1894,Aiglun,43.8576185,6.9146523
1895,Amirat,43.8902406,6.8263163
1896,Andon,43.7734923,6.7858589
1897,Antibes,43.6041749,7.0674486
1898,Ascros,43.9205749,7.0146272
1899,Aspremont,44.4956671,5.7290298
1900,Auribeau-sur-Siagne,43.6001505,6.9105552
1901,Auvare,43.9884995,6.9084429
1902,Bairols,43.9818555,7.1277676
1903,Le Bar-sur-Loup,43.7012408,6.988256
1904,Beaulieu-sur-Mer,43.7088,7.33375
