,Libellé de la commune,latitude,longitude
650,Cuiry-lès-Iviers,49.7619444,4.1102778
651,Cuissy-et-Geny,49.4102084,3.7014755
652,Cuisy-en-Almont,49.4183333,3.2466667
653,Cutry,49.3464,3.17513
654,Cys-la-Commune,49.3915293,3.5708807
655,Dagny-Lambercy,49.7713889,4.0444444
656,Dallon,49.8212,3.24345
657,Dammard,49.1437159,3.1957762
658,Dampleux,49.2434969,3.1540927
659,Danizy,49.6653051,3.3925653
660,Dercy,49.7047362,3.6853417
661,Deuillet,49.6308333,3.3622222
662,Dhuizel,49.3661111,3.6191667
663,Dizy-le-Gros,49.63,4.0230556
664,Dohis,49.7622222,4.1363889
665,Dolignon,49.7319444,4.085
666,Dommiers,49.3274945,3.2123951
667,Domptin,49.0163663,3.2764027
668,Dorengt,49.9755556,3.685
669,Douchy,49.7963889,3.1358333
670,Dravegny,49.2286578,3.6388222
671,Droizy,49.2775,3.39414
672,Dury,49.7498,3.13089
673,Ebouleau,NaN,NaN
674,Effry,49.9252778,3.9852778
675,Englancourt,49.9170488,3.8010854
676,Epagny,46.0750286,5.9751321
677,Eparcy,NaN,NaN
678,Epaux-Bézu,NaN,NaN
679,Epieds,48.7933391,3.0546264
680,L'Epine-aux-Bois,NaN,NaN
681,Eppes,49.5574,3.7353
682,Erlon,49.73,3.7147222
683,Erloy,49.9141667,3.8305556
684,Esquéhéries,49.9833719,3.7476921
685,Essigny-le-Grand,49.7757876,3.276308
686,Essigny-le-Petit,49.9002778,3.3672222
687,Essises,48.9615,3.42026
688,Essômes-sur-Marne,49.0301415,3.3745637
689,Estrées,50.3006771,3.0714068
690,Etampes-sur-Marne,NaN,NaN
691,Etaves-et-Bocquiaux,NaN,NaN
692,Etouvelles,NaN,NaN
693,Etréaupont,NaN,NaN
694,Etreillers,NaN,NaN
695,Etrépilly,NaN,NaN
696,Etreux,NaN,NaN
697,Evergnicourt,NaN,NaN
698,Faucoucourt,49.5313005,3.4647991
699,Faverolles,47.9483823,5.2105647
700,Fayet,43.8026064,2.9482796
701,La Fère,49.6632869,3.3661672
702,Fère-en-Tardenois,49.2085631,3.5042685
703,La Ferté-Chevresis,49.7375,3.5586111
704,La Ferté-Milon,49.1776527,3.1247707
705,Fesmy-le-Sart,NaN,NaN
706,Festieux,49.5230556,3.7544444
707,Fieulaine,49.899283,3.4518152
708,Filain,47.5198966,6.1838974
709,La Flamengrie,50.3161735,3.7171623
710,Flavigny-le-Grand-et-Beaurain,49.8931202,3.6665942
711,Flavy-le-Martel,49.7126433,3.1915578
712,Fleury,49.038719,6.1909288
713,Fluquières,49.8038889,3.1536111
714,Folembray,49.5425466,3.2917502
715,Fonsommes,NaN,NaN
716,Fontaine-lès-Clercs,49.8032466,3.2215291
717,Fontaine-lès-Vervins,49.8541667,3.9025
718,Fontaine-Notre-Dame,50.1678765,3.1623277
719,Fontaine-Uterte,49.9221189,3.3704431
720,Fontenelle,48.1235128,-1.6082279
721,Fontenoy,48.704467,6.1755818
722,Foreste,49.8094445,3.0997221
723,Fossoy,49.04771,3.4815
724,Fourdrain,49.6152703,3.4651565
725,Francilly-Selency,49.8533333,3.2244444
726,Franqueville,49.8108333,3.8102778
727,Fresnes-en-Tardenois,49.1467,3.55609
728,Fresnes,48.7546687,2.3227967
729,Fresnoy-le-Grand,49.9468967,3.4147934
730,Fressancourt,49.6333333,3.4263889
731,Frières-Faillouël,49.68679,3.2389186
732,Froidestrées,49.9408155,3.9046799
733,Froidmont-Cohartille,49.6854869,3.7076243
734,Gandelu,49.0946068,3.1839258
735,Gauchy,49.825,3.2705556
736,Gercy,49.8138889,3.8683333
737,Gergny,49.915,3.935
738,Germaine,49.8119445,3.1158333
739,Gibercourt,49.7375,3.2852778
740,Gizy,49.6013889,3.7752778
741,Gland,46.4216219,6.2517472
742,Goudelancourt-lès-Berrieux,49.4964,3.84767
743,Goudelancourt-lès-Pierrepont,49.6690326,3.8530924
744,Goussancourt,49.1670654,3.6694403
745,Gouy,49.3546705,1.1477221
746,Grandlup-et-Fay,49.6583333,3.7377778
747,Grandrieux,49.7311111,4.1855556
748,Gricourt,49.8894444,3.2452778
749,Grisolles,49.1403,3.35857
750,Gronard,49.7938889,3.8847222
751,Grougis,49.9438889,3.5327778
752,Grugies,49.8138889,3.2669444
753,Guignicourt,49.4348637,3.9611475
754,Guise,49.8982325,3.6262542
755,Guivry,49.6472223,3.1199999
756,Guny,49.5197222,3.2683333
757,Guyencourt,49.3572,3.83788
758,Hannapes,49.9727778,3.6261111
759,Happencourt,49.7771,3.18932
760,Haramont,49.2776988,3.0627757
761,Harcigny,49.7966667,3.9822222
762,Hargicourt,49.9630556,3.1808333
763,Harly,49.8430556,3.3219444
764,Hartennes-et-Taux,49.2722222,3.3536111
765,Hary,52.0057169,10.0939157
766,Lehaucourt,49.9205556,3.2805556
767,Hautevesnes,49.1094365,3.232019
768,Hauteville,45.5301887,6.1721972
769,Haution,49.8672222,3.8411111
770,La Hérie,49.8844444,4.0486111
771,Le Hérie-la-Viéville,49.8230556,3.6455556
772,Hinacourt,49.7458333,3.2966667
773,Hirson,49.9203419,4.0837186
774,Holnon,49.8573,3.21157
775,Homblières,49.8502571,3.3650551
776,Houry,49.7829687,3.8499277
777,Housset,49.795,3.7086111
778,Iron,46.6866165,-112.0604287
779,Itancourt,49.8075,3.3458333
780,Iviers,49.7844444,4.1436111
781,Jaulgonne,49.0904983,3.5358892
782,Jeancourt,49.9283333,3.1475
783,Jeantes,49.8044444,4.0558333
784,Joncourt,49.9552008,3.2985798
785,Jouaignes,49.2979,3.53555
786,Jumencourt,49.5073,3.35427
787,Jumigny,49.4104775,3.7181619
788,Jussy,46.0625819,6.0763191
789,Juvigny,49.4483333,3.3191667
790,Juvincourt-et-Damary,49.4470371,3.8934212
791,Laffaux,49.4491667,3.4261111
792,Laigny,49.8588889,3.8538889
793,Lanchy,49.8272223,3.0763889
794,Landifay-et-Bertaignemont,49.818009,3.605658
795,Landouzy-la-Cour,49.8470188,3.9849208
796,Landouzy-la-Ville,49.8618832,4.0488822
797,Landricourt,49.5073,3.36587
798,Laniscourt,49.5487273,3.5403538
799,Laon,49.564665,3.620686
800,Lappion,49.6072315,3.9615532
801,Largny-sur-Automne,49.2611112,3.0419444
802,Latilly,49.1538391,3.3111369
803,Launoy,49.2636,3.40187
804,Laval-en-Laonnois,49.5013092,3.5964943
805,Lavaqueresse,49.9497222,3.7108333
806,Laversine,49.3495,3.16989
807,Lemé,49.8383333,3.7647222
808,Lempire,49.9916227,3.1720566
809,Lerzy,49.9445744,3.8835596
810,Leschelle,49.9584375,3.7698043
811,Lesdins,49.8975,3.3280556
812,Lesges,49.3072222,3.5077778
813,Lesquielles-Saint-Germain,49.9319444,3.6219444
814,Leuilly-sous-Coucy,49.4797222,3.3591667
815,Leury,49.4316667,3.3372222
816,Leuze,50.6005191,3.6166743
817,Levergies,49.9277778,3.3133333
818,Lhuys,49.2807999,3.5551044
819,Licy-Clignon,49.0995,3.27385
820,Lierval,49.4837235,3.6166111
821,Liesse-Notre-Dame,49.6101283,3.8048103
822,Liez,46.1622685,7.4513935
823,Limé,49.3225,3.5488889
824,Lislet,49.6854946,4.0223199
825,Lizy,49.514358,3.4830358
826,Logny-lès-Aubenton,49.8291667,4.2113889
827,Longpont,49.2726851,3.2301676
828,Les Septvallons,NaN,NaN
829,Lor,49.5307374,4.049331
830,Louâtre,49.2572051,3.2471959
831,Loupeigne,49.2468921,3.5353134
832,Lucy-le-Bocage,49.0576,3.27953
833,Lugny,46.4720992,4.8113081
834,Luzoir,49.9261111,3.9627778
835,Ly-Fontaine,49.7352778,3.3086111
836,Maast-et-Violaine,49.2855822,3.4503803
837,Mâchecourt,49.6541,3.83926
838,Macogny,49.1662,3.22901
839,Macquigny,49.8858333,3.5525
840,Magny-la-Fosse,49.9344444,3.2752778
841,Maissemy,49.894159,3.1883319
842,Maizy,49.3775564,3.7330609
843,La Malmaison,49.515,3.97818
844,Malzy,49.9076679,3.7277831
845,Manicamp,49.5725,3.1708333
846,Marchais,49.5829,3.8183
847,Dhuys et Morin-en-Brie,NaN,NaN
848,Marcy,43.1075098,-88.1328686
849,Marcy-sous-Marle,49.7383106,3.737739
850,Marest-Dampcourt,49.5987802,3.151882
851,Mareuil-en-Dôle,49.2414,3.55505
852,Marfontaine,49.8044444,3.7705556
853,Margival,49.4352778,3.4025
854,Marigny-en-Orxois,49.0595,3.229
855,Marizy-Sainte-Geneviève,49.1814,3.20237
856,Marizy-Saint-Mard,49.1795964,3.2227053
857,Marle,52.4224163,6.482628
858,Marly-Gomont,49.9052,3.7924
859,Martigny,46.103115,7.0727354
860,Martigny-Courpierre,49.489,3.67912
861,Mauregny-en-Haye,49.5317,3.79579
862,Mayot,49.7047222,3.3852778
863,Mennessis,49.6936,3.27291
864,Menneville,49.4197,4.00472
865,Mennevret,49.9852778,3.5569444
866,Mercin-et-Vaux,49.3763594,3.2765909
867,Merlieux-et-Fouquerolles,49.5177778,3.5055556
868,Mesbrecourt-Richecourt,49.703493,3.54387
869,Mesnil-Saint-Laurent,49.8302778,3.3555556
870,Meurival,49.3587,3.76107
871,Mézières-sur-Oise,49.7838889,3.4002778
872,Mézy-Moulins,49.0593304,3.5209848
873,Missy-aux-Bois,49.3375,3.2513889
874,Missy-lès-Pierrepont,49.6323,3.78384
875,Missy-sur-Aisne,49.3872222,3.4363889
876,Molain,46.8242177,5.8068165
877,Molinchart,49.5613029,3.5397831
878,Monampteuil,49.4748,3.57232
879,Monceau-le-Neuf-et-Faucouzy,49.7705556,3.6166667
880,Monceau-lès-Leups,49.6687,3.49268
881,Monceau-le-Waast,49.6197222,3.7144444
882,Monceau-sur-Oise,49.9022222,3.6963889
883,Mondrepuis,49.9625181,4.0549425
884,Monnes,49.1469,3.21981
885,Mons-en-Laonnois,49.537935,3.5530437
886,Montaigu,49.535,3.83264
887,Montbavin,49.5232224,3.5274844
888,Montbrehain,49.9676795,3.3508291
889,Montchâlons,49.5136,3.72646
890,Montcornet,49.6963889,4.0180556
891,Mont-d'Origny,49.842125,3.4992201
892,Montescourt-Lizerolles,49.7371651,3.2590527
893,Montfaucon,48.957,3.42498
894,Montgobert,49.3077778,3.1491667
895,Montgru-Saint-Hilaire,49.1892455,3.3289588
896,Monthenault,49.4883333,3.6677778
897,Monthiers,49.103,3.30127
898,Monthurel,49.0223,3.54663
899,Montigny-en-Arrouaise,49.9066667,3.4769444
900,Montigny-l'Allier,49.112,3.10408
901,Montigny-le-Franc,49.6892475,3.9074085
902,Montigny-Lengrain,49.3722223,3.0999999
903,Montigny-lès-Condé,48.9865,3.56777
904,Montigny-sous-Marle,49.7491667,3.7930556
905,Montigny-sur-Crécy,49.7166355,3.5854269
906,Montlevon,48.9658,3.53993
907,Montloué,49.6737156,4.0712229
908,Mont-Notre-Dame,49.2952,3.5834
909,Montreuil-aux-Lions,49.0218654,3.1949833
910,Mont-Saint-Jean,50.6945903,4.4131047
911,Mont-Saint-Martin,49.5445997,5.7808004
912,Mont-Saint-Père,49.0758333,3.4902778
913,Morcourt,49.8769444,3.3230556
914,Morgny-en-Thiérache,49.7602778,4.0786111
915,Morsain,49.4538,3.17832
916,Mortefontaine,49.3313129,3.075194
917,Mortiers,49.6881033,3.6670747
918,Moulins,46.5660526,3.3331703
919,Moussy-Verneuil,49.4155,3.63522
920,Moy-de-l'Aisne,NaN,NaN
921,Muret-et-Crouttes,49.28342,3.4182603
922,Muscourt,49.3628731,3.7472147
923,Nampcelles-la-Cour,49.7791667,4.0038889
924,Nampteuil-sous-Muret,49.3008971,3.4255778
925,Nanteuil-la-Fosse,49.4363889,3.4541667
926,Nanteuil-Notre-Dame,49.1920034,3.4079467
927,Nauroy,49.9532403,3.2539108
928,Nesles-la-Montagne,49.0202778,3.4266667
929,Neufchâtel-sur-Aisne,49.4318178,4.0341487
930,Neuflieux,49.6194,3.1607
931,Neuilly-Saint-Front,49.1708005,3.2631904
932,Neuve-Maison,49.929297,4.0338538
933,La Neuville-Bosmont,49.7128505,3.8393285
934,La Neuville-en-Beine,49.6739,3.15288
935,La Neuville-Housset,49.7922222,3.7294444
936,La Neuville-lès-Dorengt,49.9780556,3.6761111
937,Neuville-Saint-Amand,49.8261858,3.3341929
938,Neuville-sur-Ailette,49.4663,3.69603
939,Neuville-sur-Margival,49.4533333,3.4011111
940,Neuvillette,47.8049739,0.3101825
941,Nizy-le-Comte,49.5676,4.05396
942,Nogentel,49.0172222,3.4033333
943,Nogent-l'Artaud,48.9649223,3.3185557
944,Noircourt,49.6686111,4.0930556
945,Noroy-sur-Ourcq,49.2061111,3.2147222
946,Le Nouvion-en-Thiérache,50.01805,3.7858
947,Nouvion-et-Catillon,49.7026,3.48537
948,Nouvion-le-Comte,49.6988889,3.4630556
949,Nouvion-le-Vineux,49.5036111,3.6119444
950,Nouvron-Vingré,49.4284,3.19928
951,Noyales,49.8991762,3.5562791
952,Noyant-et-Aconin,49.3319008,3.3343565
953,OEuilly,NaN,NaN
954,Ognes,49.6113889,3.195
955,Ohis,49.930404,4.00983
956,Oigny-en-Valois,49.2191062,3.1368636
957,Oisy,50.3573514,3.439651
958,Ollezy,49.7341,3.14533
959,Omissy,49.8783333,3.3127778
960,Orainville,49.3815,4.02183
961,Orgeval,48.9175,1.96982
962,Origny-en-Thiérache,49.8954304,4.017654
963,Origny-Sainte-Benoite,49.839829,3.4884685
964,Osly-Courtil,49.4022222,3.2266667
965,Ostel,49.4297861,3.5711897
966,Oulches-la-Vallée-Foulon,49.4286569,3.7454288
967,Oulchy-la-Ville,49.212,3.34946
968,Oulchy-le-Château,49.2023,3.36905
969,Paars,49.3281495,3.6009541
970,Paissy,49.424531,3.7019685
971,Pancy-Courtecon,49.4732525,3.6544888
972,Papleux,50.0216667,3.8858333
973,Parcy-et-Tigny,49.2794444,3.3358333
974,Parfondeval,49.7393774,4.1586172
975,Parfondru,49.5288,3.70945
976,Pargnan,49.4003214,3.6914712
977,Pargny-Filain,49.4631,3.54353
978,Pargny-la-Dhuys,48.9519,3.55153
979,Pargny-les-Bois,49.7266667,3.6241667
980,Parpeville,49.7851669,3.5464771
981,Pasly,49.4025,3.2972222
982,Passy-en-Valois,49.1681577,3.1950567
983,Passy-sur-Marne,49.0614202,3.5731984
984,Pavant,48.9567,3.28811
985,Pernant,49.3766,3.23416
986,Pierremande,49.5722222,3.2511111
987,Pierrepont,44.542526,-75.011902
988,Pignicourt,49.4163889,4.0313889
989,Pinon,36.1012418,-110.2217573
990,Pithon,49.7531,3.09782
991,Pleine-Selve,49.7916667,3.5280556
992,Le Plessier-Huleu,49.2393113,3.3444559
993,Ploisy,49.3322222,3.2916667
994,Plomion,49.8086111,4.0188889
995,Ployart-et-Vaurseine,49.4879996,3.7447477
996,Pommiers,43.9519,3.60944
997,Pont-Arcy,49.3951,3.63039
998,Pontavert,49.4077642,3.8202574
999,Pontru,49.9044444,3.2172222
1000,Pontruet,49.9102778,3.2316667
1001,Pont-Saint-Mard,49.4954,3.28262
1002,Pouilly-sur-Serre,49.6825,3.5891667
1003,Prémont,50.0136111,3.3947222
1004,Prémontré,49.5402988,3.413984
1005,Presles-et-Boves,49.3935861,3.5570125
1006,Presles-et-Thierny,49.5083333,3.6277778
1007,Priez,49.1368673,3.2638359
1008,Prisces,49.7797222,3.8627778
1009,Proisy,49.898534,3.7416112
1010,Proix,49.9010824,3.5672415
1011,Prouvais,49.4638994,3.9744055
1012,Proviseux-et-Plesnoy,NaN,NaN
1013,Puiseux-en-Retz,49.2964883,3.130197
1014,Puisieux-et-Clanlieu,49.8547222,3.6783333
1015,Quierzy,49.5713889,3.1441667
1016,Quincy-Basse,49.5155,3.37661
1017,Quincy-sous-le-Mont,49.30544,3.55127
1018,Raillimont,49.7062052,4.1521097
1019,Ramicourt,49.9597222,3.3305556
1020,Regny,51.69923,19.88743
1021,Remaucourt,49.6085383,4.23542
1022,Remies,49.6787416,3.5225751
1023,Remigny,46.9075516,4.7224199
1024,Renansart,49.7341667,3.4652778
1025,Renneval,49.7411111,4.0494444
1026,Résigny,49.7372222,4.2088889
1027,Ressons-le-Long,49.3872,3.14747
1028,Retheuil,49.3219939,3.0101854
1029,Reuilly-Sauvigny,49.0582,3.55643
1030,Ribeauville,50.1613721,1.6180526
1031,Ribemont,49.7959192,3.4588395
1032,Rocourt-Saint-Martin,49.1524912,3.3877418
1033,Rocquigny,50.0222433,3.9826339
1034,Rogécourt,49.6521125,3.4278674
1035,Rogny,49.7697112,3.8101533
1036,Romeny-sur-Marne,48.9755,3.33477
1037,Romery,49.7508427,4.7684213
1038,Ronchères,49.1445,3.60368
1039,Roucy,49.3703155,3.8127575
1040,Rougeries,49.8038889,3.7875
1041,Roupy,49.812777,3.1841666
1042,Rouvroy,50.393427,2.9036734
1043,Rouvroy-sur-Serre,49.7204476,4.1769634
1044,Royaucourt-et-Chailvet,49.5118086,3.5342969
1045,Rozet-Saint-Albin,49.1949,3.30048
1046,Rozières-sur-Crise,49.3266,3.3529
1047,Rozoy-Bellevalle,48.9239607,3.4562204
1048,Grand-Rozoy,49.2341,3.38116
1049,Rozoy-sur-Serre,49.7097291,4.129037
1050,Saconin-et-Breuil,49.3554144,3.2457799
1051,Sains-Richaumont,49.8247222,3.71
1052,Saint-Algis,49.8986111,3.8247222
1053,Saint-Aubin,49.5114,3.18881
1054,Saint-Bandry,49.3718,3.17041
1055,Saint-Christophe-à-Berry,49.4242885,3.1315574
1056,Saint-Clément,48.2184446,3.2936175
1057,Sainte-Croix,44.7686623,5.2828346
1058,Saint-Erme-Outre-et-Ramecourt,49.5151,3.83985
1059,Saint-Eugène,46.7375407,4.1943026
1060,Sainte-Geneviève,49.2873658,2.1994569
1061,Saint-Gengoulph,49.1193,3.21827
1062,Saint-Gobain,49.5967,3.3759
1063,Saint-Gobert,49.8016132,3.8149967
1064,Saint-Mard,49.0370716,2.694435
1065,Saint-Martin-Rivière,50.0437046,3.539723
1066,Saint-Michel,45.4444624,4.7522821
1067,Saint-Nicolas-aux-Bois,49.5933333,3.4319444
1068,Saint-Paul-aux-Bois,49.5313,3.2046
1069,Saint-Pierre-Aigle,49.3208333,3.1866667
1070,Saint-Pierre-lès-Franqueville,49.8187975,3.8235775
1071,Saint-Pierremont,48.4386204,6.577234
1072,Sainte-Preuve,49.618853,3.9073213
1073,Saint-Quentin,47.5129555,-67.3906756
1074,Saint-Rémy-Blanzy,49.2416667,3.3105556
1075,Saint-Simon,44.9642272,2.4898166
1076,Saint-Thibaut,49.2995015,3.6186266
1077,Saint-Thomas,45.3837822,2.4880182
1078,Samoussy,49.5847612,3.7346118
1079,Sancy-les-Cheminots,49.4338889,3.4725
1080,Saponay,49.2145,3.481
1081,Saulchery,48.9754,3.3047
1082,Savy,49.8308333,3.193611
1083,Seboncourt,49.955,3.4805556
1084,Selens,49.5015951,3.2094845
1085,La Selve,49.5698,3.99527
1086,Septmonts,49.3344444,3.3577778
1087,Septvaux,49.5709,3.37704
1088,Sequehart,49.93,3.3336111
1089,Serain,50.0286111,3.3666667
1090,Seraucourt-le-Grand,49.7779578,3.2099421
1091,Serches,49.3393219,3.4501871
1092,Sergy,46.2526886,5.9992195
1093,Seringes-et-Nesles,49.2056,3.54011
1094,Sermoise,49.3738889,3.4508333
1095,Serval,38.3424588,-2.1759882
1096,Servais,49.6211111,3.3444444
1097,Séry-lès-Mézières,49.775,3.4205556
1098,Silly-la-Poterie,49.1977778,3.1480556
1099,Sinceny,49.5969444,3.2472222
1100,Sissonne,49.5729937,3.8927868
1101,Sissy,49.8029229,3.4306763
1102,Soissons,49.3837621,3.327613
1103,Soize,49.7016667,4.0852778
1104,Sommelans,49.1377434,3.2940834
1105,Sommeron,49.9519444,3.9402778
1106,Sommette-Eaucourt,49.7391,3.11663
1107,Sons-et-Ronchères,49.7616,3.67431
1108,Sorbais,49.908441,3.8945448
1109,Soucy,49.3136111,3.1266667
1110,Soupir,49.4063,3.59398
1111,Le Sourd,49.8616667,3.7491667
1112,Surfontaine,49.7516667,3.4661111
1113,Suzy,49.5495825,3.4673175
1114,Taillefontaine,49.3119884,3.0417096
1115,Tannières,49.2916667,3.5533333
1116,Tartiers,49.4332,3.24233
1117,Tavaux-et-Pontséricourt,49.7299166,3.9030408
1118,Tergnier,49.6558465,3.2918511
1119,Terny-Sorny,49.4476,3.36914
1120,Thenailles,49.8208333,3.9397222
1121,Thenelles,49.8300316,3.4686661
1122,Thiernu,49.7616667,3.7897222
1123,Le Thuel,49.65,4.0775
1124,Torcy-en-Valois,49.087,3.27953
1125,Toulis-et-Attencourt,49.7003886,3.7452651
1126,Travecy,49.6875184,3.3593635
1127,Trefcon,49.8586111,3.0961111
1128,Trélou-sur-Marne,49.0792,3.60514
1129,Troësnes,49.1938889,3.1705556
1130,Trosly-Loire,49.5178,3.22626
1131,Trucy,49.4710119,3.6101685
1132,Tugny-et-Pont,49.759,3.15417
1133,Tupigny,49.9577778,3.6083333
1134,Ugny-le-Gay,49.6605556,3.1608333
1135,Urcel,49.4902325,3.5574408
1136,Urvillers,49.79,3.3102778
1137,Vadencourt,49.93,3.5797222
1138,Vailly-sur-Aisne,49.4084666,3.516572
1139,La Vallée-au-Blé,49.8591667,3.7897222
1140,La Vallée-Mulâtre,50.0219444,3.5602778
1141,Variscourt,49.417363,3.9850223
1142,Vassens,49.4674,3.15547
1143,Vasseny,49.3533203,3.4870781
1144,Vassogne,49.4212,3.72671
1145,Vaucelles-et-Beffecourt,49.529666,3.5570268
1146,Vaudesson,49.4710332,3.4848413
1147,Vauxrezis,49.4141667,3.2816667
1148,Vauxaillon,49.4768989,3.4064731
1149,Vaux-Andigny,NaN,NaN
1150,Vauxbuin,49.3588889,3.295
1151,Vaux-en-Vermandois,49.8230555,3.1402777
1152,Vauxtin,49.3508594,3.6007124
1153,Vendelles,49.9113889,3.1375
1154,Vendeuil,49.7166667,3.3525
1155,Vendhuile,50.0108333,3.2091667
1156,Vendières,48.8715182,3.4463251
1157,Vendresse-Beaulne,49.4278312,3.6670232
1158,Vénérolles,49.9833333,3.6402778
1159,Venizel,49.3663889,3.3933333
1160,Verdilly,49.0733333,3.4247222
1161,Le Verguier,49.9241889,3.1705771
1162,Grand-Verly,49.9386111,3.585
1163,Petit-Verly,49.9727778,3.5577778
1164,Vermand,49.8767,3.15049
1165,Verneuil-sous-Coucy,49.542123,3.314498
1166,Verneuil-sur-Serre,49.6492,3.67285
1167,Versigny,49.6533628,3.4351147
1168,Vervins,49.8346074,3.9079645
1169,Vesles-et-Caumont,49.67,3.78548
1170,Veslud,49.5341667,3.7333333
1171,Veuilly-la-Poterie,49.0850265,3.2130236
1172,Vézaponin,49.4601,3.22823
1173,Vézilly,49.180889,3.6912697
1174,Vic-sur-Aisne,49.4073129,3.1121174
1175,Vichel-Nanteuil,49.1876,3.28992
1176,Viel-Arcy,49.3806,3.62533
1177,Viels-Maisons,48.8958126,3.3972273
1178,Vierzy,49.2914823,3.2851777
1179,Viffort,48.9608,3.45711
1180,Vigneux-Hocquet,49.739101,3.9910759
1181,La Ville-aux-Bois-lès-Dizy,49.6616769,3.9926892
1182,La Ville-aux-Bois-lès-Pontavert,49.4273,3.84975
1183,Villemontoire,49.3002347,3.3334797
1184,Villeneuve-Saint-Germain,49.38,3.3594444
1185,Villeneuve-sur-Fère,49.1783333,3.4758333
1186,Villequier-Aumont,49.6580556,3.2069444
1187,Villeret,47.1582838,7.0177694
1188,Villers-Agron-Aiguizy,49.1609,3.69792
1189,Villers-Cotterêts,49.2549479,3.0909275
1190,Villers-Hélon,49.2641483,3.2629052
1191,Villers-le-Sec,47.5991,6.22106
1192,Villers-lès-Guise,49.9189851,3.6778375
1193,Villers-Saint-Christophe,49.7787408,3.0918528
1194,Villers-sur-Fère,49.1828369,3.5337875
1195,Ville-Savoye,49.2932,3.64054
1196,Villiers-Saint-Denis,48.9915798,3.2667407
1197,Vincy-Reuil-et-Magny,49.7174131,4.0592187
1198,Viry-Noureuil,49.6305172,3.2451299
1199,Vivaise,49.6204,3.56201
1200,Vivières,49.3011112,3.1026451
1201,Voharies,49.7891667,3.7955556
1202,Vorges,49.5188889,3.6552778
1203,Voulpaix,49.84,3.8313889
1204,Voyenne,49.7242,3.73521
1205,Vregny,49.4088889,3.4238889
1206,Vuillery,49.4308368,3.3876167
1207,Wassigny,50.0138889,3.6008333
1208,Watigny,49.9025,4.1991667
1209,Wiège-Faty,NaN,NaN
1210,Wimy,49.9342817,3.999523
1211,Wissignicourt,49.5230444,3.4468446
1212,Abrest,46.0980139,3.4450434
1213,Agonges,46.6064854,3.1586881
1214,Ainay-le-Château,46.7115,2.69393
1215,Andelaroche,46.2554,3.74888
1216,Archignat,46.3719368,2.4235672
1217,Arfeuilles,46.1561337,3.7268755
1218,Arpheuilles-Saint-Priest,46.2247218,2.6782929
1219,Arronnes,46.0595586,3.5679898
1220,Aubigny,46.5983017,-1.4553411
1221,Audes,46.4575891,2.5582129
1222,Aurouër,46.6878758,3.2991819
1223,Autry-Issards,46.5484184,3.1355479
1224,Avermes,46.5881392,3.3102105
1225,Avrilly,46.3347,3.98188
1226,Bagneux,48.795056,2.3027323
1227,Barberier,46.2174875,3.2465089
1228,Barrais-Bussolles,46.2912162,3.7151533
1229,Bayet,46.2476257,3.2687241
1230,Beaulon,46.599687,3.6781392
1231,Beaune-d'Allier,46.2809327,2.8844096
1232,Bègues,46.1270635,3.1558421
1233,Bellenaves,46.1992438,3.0781699
1234,Bellerive-sur-Allier,46.1275032,3.4009629
1235,Bert,46.3245902,3.7065872
1236,Bessay-sur-Allier,46.442066,3.3631418
1237,Besson,46.4696906,3.2638304
1238,Bézenet,46.3308,2.84213
1239,Billezois,46.2112,3.57362
1240,Billy,46.2362521,3.4300974
1241,Biozat,46.077681,3.2716756
1242,Bizeneuille,46.4079,2.73637
1243,Blomard,46.2893,2.97642
1244,Bost,46.1788913,3.51931
1245,Boucé,46.3179727,3.4928467
1246,Le Bouchaud,46.3059133,3.8979895
1247,Bourbon-l'Archambault,46.5857669,3.05804
1248,Braize,46.6672,2.64951
1249,Bransat,46.3216495,3.2288943
1250,Bresnay,46.442464,3.2496206
1251,Bressolles,45.8654479,5.0952039
1252,Le Brethon,46.5713692,2.7175178
1253,Le Breuil,46.8102312,4.4721042
1254,Broût-Vernet,46.1879223,3.2730169
1255,Brugheas,46.0774,3.3676514
1256,Busset,46.0616822,3.5122758
1257,Buxières-les-Mines,46.469243,2.9614149
1258,La Celle,46.2287,2.78543
1259,Cérilly,46.6179,2.81928
1260,Cesset,46.295,3.21595
1261,La Chabanne,46.0223,3.75361
1262,Chambérat,46.4192,2.41239
1263,Chamblet,46.3342903,2.7010351
1264,Chantelle,46.2385636,3.1517793
1265,Chapeau,46.4898488,3.5198039
1266,La Chapelaude,46.4221,2.50208
1267,La Chapelle,45.4197,6.27786
1268,La Chapelle-aux-Chasses,46.6706,3.53161
1269,Chappes,46.3882079,2.9262941
1270,Chareil-Cintrat,46.2682604,3.2231622
1271,Charmeil,46.1597,3.39294
1272,Charmes,48.3725412,6.2933856
1273,Charroux,46.1846945,3.1602582
1274,Chassenard,46.439532,3.9791182
1275,Château-sur-Allier,46.7663,3.02746
1276,Châtel-de-Neuvre,46.4058814,3.3115945
1277,Châtel-Montagne,46.1135216,3.6826943
1278,Châtelperron,46.3993,3.63693
1279,Châtelus,45.0561,5.37318
1280,Châtillon,48.7997756,2.2897124
1281,Chavenon,46.4142129,2.945924
1282,Chavroches,46.3543978,3.5867202
1283,Chazemais,46.4829631,2.5259702
1284,Chemilly,46.4889734,3.3155176
1285,Chevagnes,46.6113,3.55025
1286,Chezelle,46.2183,3.12402
1287,Chézy,46.6107252,3.4681107
